"rep","mes","tick_extinct"
"7407",37,86,50002
"7408",40,86,50002
"7409",41,86,50002
"7410",42,86,50002
"7411",43,86,50002
"7412",44,86,50002
"7413",45,86,50002
"7414",46,86,50002
"7415",47,86,50002
"7416",48,86,50002
"7417",49,86,50002
"7418",50,86,50002
"7419",52,86,50002
"7420",53,86,50002
"7421",54,86,50002
"7422",55,86,50002
"7423",56,86,50002
"7424",58,86,50002
"7425",59,86,50002
"7426",60,86,50002
"7427",61,86,50002
"7428",62,86,50002
"7429",63,86,50002
"7430",64,86,50002
"7431",65,86,50002
"7432",66,86,50002
"7433",68,86,50002
"7434",69,86,50002
"7435",70,86,50002
"7436",71,86,50002
"7437",72,86,50002
"7438",73,86,50002
"7439",74,86,50002
"7440",75,86,50002
"7441",76,86,50002
"7442",77,86,50002
"7443",78,86,50002
"7444",80,86,50002
"7445",82,86,50002
"7446",83,86,50002
"7447",84,86,50002
"7448",85,86,50002
"7449",87,86,50002
"7450",88,86,50002
"7451",89,86,50002
"7452",90,86,50002
"7453",91,86,50002
"7454",93,86,50002
"7455",94,86,50002
"7456",95,86,50002
"7457",96,86,50002
"7458",97,86,50002
"7459",98,86,50002
"7460",99,86,50002
"7461",0,87,50002
"7462",1,87,50002
"7463",2,87,50002
"7464",3,87,50002
"7465",5,87,50002
"7466",6,87,50002
"7467",7,87,50002
"7468",8,87,50002
"7469",9,87,50002
"7470",10,87,50002
"7471",11,87,50002
"7472",12,87,50002
"7473",13,87,50002
"7474",14,87,50002
"7475",15,87,50002
"7476",16,87,50002
"7477",19,87,50002
"7478",20,87,50002
"7479",21,87,50002
"7480",22,87,50002
"7481",23,87,50002
"7482",24,87,50002
"7483",25,87,50002
"7484",26,87,50002
"7485",27,87,50002
"7486",28,87,50002
"7487",29,87,50002
"7488",30,87,50002
"7489",31,87,50002
"7490",32,87,50002
"7491",33,87,50002
"7492",34,87,50002
"7493",35,87,50002
"7494",36,87,50002
"7495",37,87,50002
"7496",40,87,50002
"7497",42,87,50002
"7498",43,87,50002
"7499",44,87,50002
"7500",45,87,50002
"7501",46,87,50002
"7502",47,87,50002
"7503",49,87,50002
"7504",50,87,50002
"7505",52,87,50002
"7506",53,87,50002
"7507",54,87,50002
"7508",56,87,50002
"7509",58,87,50002
"7510",59,87,50002
"7511",60,87,50002
"7512",61,87,50002
"7513",62,87,50002
"7514",63,87,50002
"7515",64,87,50002
"7516",65,87,50002
"7517",66,87,50002
"7518",68,87,50002
"7519",69,87,50002
"7520",70,87,50002
"7521",71,87,50002
"7522",72,87,50002
"7523",73,87,50002
"7524",74,87,50002
"7525",75,87,50002
"7526",76,87,50002
"7527",77,87,50002
"7528",78,87,50002
"7529",80,87,50002
"7530",82,87,50002
"7531",83,87,50002
"7532",84,87,50002
"7533",86,87,50002
"7534",87,87,50002
"7535",88,87,50002
"7536",90,87,50002
"7537",91,87,50002
"7538",93,87,50002
"7539",94,87,50002
"7540",95,87,50002
"7541",96,87,50002
"7542",97,87,50002
"7543",98,87,50002
"7544",99,87,50002
"7545",0,88,50002
"7546",1,88,50002
"7547",2,88,50002
"7548",3,88,50002
"7549",5,88,50002
"7550",6,88,50002
"7551",7,88,50002
"7552",8,88,50002
"7553",9,88,50002
"7554",10,88,50002
"7555",11,88,50002
"7556",12,88,50002
"7557",13,88,50002
"7558",14,88,50002
"7559",15,88,50002
"7560",16,88,50002
"7561",19,88,50002
"7562",20,88,50002
"7563",21,88,50002
"7564",22,88,50002
"7565",23,88,50002
"7566",25,88,50002
"7567",26,88,50002
"7568",27,88,50002
"7569",28,88,50002
"7570",29,88,50002
"7571",30,88,50002
"7572",31,88,50002
"7573",32,88,50002
"7574",33,88,50002
"7575",34,88,50002
"7576",35,88,50002
"7577",36,88,50002
"7578",37,88,50002
"7579",39,88,50002
"7580",40,88,50002
"7581",41,88,50002
"7582",42,88,50002
"7583",43,88,50002
"7584",44,88,50002
"7585",45,88,50002
"7586",46,88,50002
"7587",47,88,50002
"7588",48,88,50002
"7589",49,88,50002
"7590",50,88,50002
"7591",52,88,50002
"7592",53,88,50002
"7593",54,88,50002
"7594",56,88,50002
"7595",58,88,50002
"7596",59,88,50002
"7597",60,88,50002
"7598",61,88,50002
"7599",62,88,50002
"7600",63,88,50002
"7601",64,88,50002
"7602",65,88,50002
"7603",66,88,50002
"7604",68,88,50002
"7605",69,88,50002
"7606",70,88,50002
"7607",71,88,50002
"7608",72,88,50002
"7609",73,88,50002
"7610",74,88,50002
"7611",75,88,50002
"7612",76,88,50002
"7613",77,88,50002
"7614",78,88,50002
"7615",80,88,50002
"7616",82,88,50002
"7617",83,88,50002
"7618",84,88,50002
"7619",88,88,50002
"7620",89,88,50002
"7621",90,88,50002
"7622",91,88,50002
"7623",93,88,50002
"7624",94,88,50002
"7625",95,88,50002
"7626",96,88,50002
"7627",97,88,50002
"7628",98,88,50002
"7629",99,88,50002
"7630",0,89,50002
"7631",1,89,50002
"7632",2,89,50002
"7633",3,89,50002
"7634",5,89,50002
"7635",7,89,50002
"7636",8,89,50002
"7637",9,89,50002
"7638",10,89,50002
"7639",11,89,50002
"7640",12,89,50002
"7641",13,89,50002
"7642",14,89,50002
"7643",15,89,50002
"7644",16,89,50002
"7645",18,89,50002
"7646",19,89,50002
"7647",20,89,50002
"7648",21,89,50002
"7649",22,89,50002
"7650",23,89,50002
"7651",24,89,50002
"7652",25,89,50002
"7653",26,89,50002
"7654",27,89,50002
"7655",28,89,50002
"7656",29,89,50002
"7657",30,89,50002
"7658",31,89,50002
"7659",32,89,50002
"7660",33,89,50002
"7661",34,89,50002
"7662",35,89,50002
"7663",36,89,50002
"7664",37,89,50002
"7665",38,89,50002
"7666",39,89,50002
"7667",40,89,50002
"7668",41,89,50002
"7669",42,89,50002
"7670",43,89,50002
"7671",44,89,50002
"7672",45,89,50002
"7673",46,89,50002
"7674",47,89,50002
"7675",49,89,50002
"7676",50,89,50002
"7677",52,89,50002
"7678",53,89,50002
"7679",54,89,50002
"7680",55,89,50002
"7681",56,89,50002
"7682",58,89,50002
"7683",59,89,50002
"7684",60,89,50002
"7685",62,89,50002
"7686",63,89,50002
"7687",64,89,50002
"7688",65,89,50002
"7689",66,89,50002
"7690",67,89,50002
"7691",68,89,50002
"7692",69,89,50002
"7693",70,89,50002
"7694",71,89,50002
"7695",72,89,50002
"7696",73,89,50002
"7697",74,89,50002
"7698",75,89,50002
"7699",76,89,50002
"7700",77,89,50002
"7701",78,89,50002
"7702",79,89,50002
"7703",80,89,50002
"7704",82,89,50002
"7705",83,89,50002
"7706",84,89,50002
"7707",85,89,50002
"7708",87,89,50002
"7709",88,89,50002
"7710",89,89,50002
"7711",90,89,50002
"7712",91,89,50002
"7713",93,89,50002
"7714",94,89,50002
"7715",95,89,50002
"7716",96,89,50002
"7717",97,89,50002
"7718",98,89,50002
"7719",99,89,50002
"7720",0,90,50002
"7721",1,90,50002
"7722",2,90,50002
"7723",3,90,50002
"7724",5,90,50002
"7725",7,90,50002
"7726",8,90,50002
"7727",9,90,50002
"7728",10,90,50002
"7729",11,90,50002
"7730",13,90,50002
"7731",14,90,50002
"7732",15,90,50002
"7733",16,90,50002
"7734",18,90,50002
"7735",19,90,50002
"7736",21,90,50002
"7737",22,90,50002
"7738",23,90,50002
"7739",25,90,50002
"7740",26,90,50002
"7741",27,90,50002
"7742",28,90,50002
"7743",29,90,50002
"7744",30,90,50002
"7745",31,90,50002
"7746",32,90,50002
"7747",33,90,50002
"7748",34,90,50002
"7749",35,90,50002
"7750",36,90,50002
"7751",37,90,50002
"7752",38,90,50002
"7753",39,90,50002
"7754",40,90,50002
"7755",41,90,50002
"7756",42,90,50002
"7757",43,90,50002
"7758",44,90,50002
"7759",45,90,50002
"7760",46,90,50002
"7761",47,90,50002
"7762",48,90,50002
"7763",49,90,50002
"7764",50,90,50002
"7765",52,90,50002
"7766",53,90,50002
"7767",54,90,50002
"7768",55,90,50002
"7769",56,90,50002
"7770",58,90,50002
"7771",59,90,50002
"7772",60,90,50002
"7773",61,90,50002
"7774",62,90,50002
"7775",63,90,50002
"7776",64,90,50002
"7777",65,90,50002
"7778",66,90,50002
"7779",68,90,50002
"7780",69,90,50002
"7781",70,90,50002
"7782",71,90,50002
"7783",72,90,50002
"7784",73,90,50002
"7785",74,90,50002
"7786",75,90,50002
"7787",76,90,50002
"7788",77,90,50002
"7789",78,90,50002
"7790",80,90,50002
"7791",82,90,50002
"7792",83,90,50002
"7793",84,90,50002
"7794",86,90,50002
"7795",87,90,50002
"7796",88,90,50002
"7797",89,90,50002
"7798",90,90,50002
"7799",91,90,50002
"7800",93,90,50002
"7801",94,90,50002
"7802",95,90,50002
"7803",96,90,50002
"7804",97,90,50002
"7805",98,90,50002
"7806",99,90,50002
"7807",0,91,50002
"7808",1,91,50002
"7809",2,91,50002
"7810",3,91,50002
"7811",5,91,50002
"7812",7,91,50002
"7813",8,91,50002
"7814",9,91,50002
"7815",10,91,50002
"7816",11,91,50002
"7817",12,91,50002
"7818",13,91,50002
"7819",14,91,50002
"7820",15,91,50002
"7821",16,91,50002
"7822",18,91,50002
"7823",19,91,50002
"7824",21,91,50002
"7825",22,91,50002
"7826",23,91,50002
"7827",24,91,50002
"7828",25,91,50002
"7829",26,91,50002
"7830",27,91,50002
"7831",28,91,50002
"7832",29,91,50002
"7833",30,91,50002
"7834",31,91,50002
"7835",32,91,50002
"7836",33,91,50002
"7837",34,91,50002
"7838",35,91,50002
"7839",36,91,50002
"7840",37,91,50002
"7841",40,91,50002
"7842",42,91,50002
"7843",43,91,50002
"7844",44,91,50002
"7845",45,91,50002
"7846",46,91,50002
"7847",47,91,50002
"7848",48,91,50002
"7849",49,91,50002
"7850",50,91,50002
"7851",51,91,50002
"7852",52,91,50002
"7853",53,91,50002
"7854",54,91,50002
"7855",56,91,50002
"7856",57,91,50002
"7857",58,91,50002
"7858",59,91,50002
"7859",60,91,50002
"7860",62,91,50002
"7861",63,91,50002
"7862",64,91,50002
"7863",65,91,50002
"7864",66,91,50002
"7865",68,91,50002
"7866",69,91,50002
"7867",70,91,50002
"7868",71,91,50002
"7869",72,91,50002
"7870",73,91,50002
"7871",74,91,50002
"7872",75,91,50002
"7873",76,91,50002
"7874",77,91,50002
"7875",78,91,50002
"7876",79,91,50002
"7877",80,91,50002
"7878",82,91,50002
"7879",83,91,50002
"7880",84,91,50002
"7881",87,91,50002
"7882",88,91,50002
"7883",89,91,50002
"7884",90,91,50002
"7885",91,91,50002
"7886",93,91,50002
"7887",94,91,50002
"7888",95,91,50002
"7889",96,91,50002
"7890",97,91,50002
"7891",98,91,50002
"7892",99,91,50002
"7893",0,92,50002
"7894",1,92,50002
"7895",2,92,50002
"7896",3,92,50002
"7897",5,92,50002
"7898",7,92,50002
"7899",8,92,50002
"7900",9,92,50002
"7901",10,92,50002
"7902",11,92,50002
"7903",12,92,50002
"7904",13,92,50002
"7905",14,92,50002
"7906",15,92,50002
"7907",16,92,50002
"7908",17,92,50002
"7909",19,92,50002
"7910",21,92,50002
"7911",22,92,50002
"7912",23,92,50002
"7913",25,92,50002
"7914",26,92,50002
"7915",27,92,50002
"7916",29,92,50002
"7917",30,92,50002
"7918",31,92,50002
"7919",32,92,50002
"7920",33,92,50002
"7921",34,92,50002
"7922",35,92,50002
"7923",36,92,50002
"7924",37,92,50002
"7925",38,92,50002
"7926",39,92,50002
"7927",40,92,50002
"7928",42,92,50002
"7929",43,92,50002
"7930",44,92,50002
"7931",45,92,50002
"7932",46,92,50002
"7933",47,92,50002
"7934",48,92,50002
"7935",49,92,50002
"7936",50,92,50002
"7937",52,92,50002
"7938",53,92,50002
"7939",54,92,50002
"7940",56,92,50002
"7941",57,92,50002
"7942",58,92,50002
"7943",59,92,50002
"7944",60,92,50002
"7945",61,92,50002
"7946",62,92,50002
"7947",63,92,50002
"7948",64,92,50002
"7949",65,92,50002
"7950",66,92,50002
"7951",68,92,50002
"7952",69,92,50002
"7953",70,92,50002
"7954",71,92,50002
"7955",72,92,50002
"7956",73,92,50002
"7957",74,92,50002
"7958",75,92,50002
"7959",76,92,50002
"7960",78,92,50002
"7961",79,92,50002
"7962",80,92,50002
"7963",82,92,50002
"7964",83,92,50002
"7965",84,92,50002
"7966",85,92,50002
"7967",88,92,50002
"7968",89,92,50002
"7969",90,92,50002
"7970",91,92,50002
"7971",93,92,50002
"7972",94,92,50002
"7973",95,92,50002
"7974",96,92,50002
"7975",97,92,50002
"7976",98,92,50002
"7977",99,92,50002
"7978",0,93,50002
"7979",1,93,50002
"7980",2,93,50002
"7981",3,93,50002
"7982",5,93,50002
"7983",7,93,50002
"7984",8,93,50002
"7985",9,93,50002
"7986",10,93,50002
"7987",11,93,50002
"7988",12,93,50002
"7989",13,93,50002
"7990",14,93,50002
"7991",15,93,50002
"7992",16,93,50002
"7993",18,93,50002
"7994",19,93,50002
"7995",21,93,50002
"7996",22,93,50002
"7997",23,93,50002
"7998",24,93,50002
"7999",25,93,50002
"8000",26,93,50002
"8001",29,93,50002
"8002",30,93,50002
"8003",31,93,50002
"8004",32,93,50002
"8005",33,93,50002
"8006",34,93,50002
"8007",35,93,50002
"8008",36,93,50002
"8009",37,93,50002
"8010",40,93,50002
"8011",41,93,50002
"8012",42,93,50002
"8013",43,93,50002
"8014",44,93,50002
"8015",45,93,50002
"8016",46,93,50002
"8017",47,93,50002
"8018",48,93,50002
"8019",49,93,50002
"8020",50,93,50002
"8021",51,93,50002
"8022",52,93,50002
"8023",53,93,50002
"8024",54,93,50002
"8025",56,93,50002
"8026",58,93,50002
"8027",59,93,50002
"8028",60,93,50002
"8029",61,93,50002
"8030",62,93,50002
"8031",63,93,50002
"8032",64,93,50002
"8033",65,93,50002
"8034",66,93,50002
"8035",67,93,50002
"8036",68,93,50002
"8037",69,93,50002
"8038",70,93,50002
"8039",71,93,50002
"8040",72,93,50002
"8041",73,93,50002
"8042",74,93,50002
"8043",75,93,50002
"8044",76,93,50002
"8045",77,93,50002
"8046",78,93,50002
"8047",80,93,50002
"8048",82,93,50002
"8049",83,93,50002
"8050",84,93,50002
"8051",87,93,50002
"8052",88,93,50002
"8053",89,93,50002
"8054",90,93,50002
"8055",91,93,50002
"8056",93,93,50002
"8057",94,93,50002
"8058",95,93,50002
"8059",96,93,50002
"8060",97,93,50002
"8061",98,93,50002
"8062",99,93,50002
"8063",0,94,50002
"8064",1,94,50002
"8065",2,94,50002
"8066",3,94,50002
"8067",5,94,50002
"8068",6,94,50002
"8069",7,94,50002
"8070",8,94,50002
"8071",9,94,50002
"8072",10,94,50002
"8073",11,94,50002
"8074",12,94,50002
"8075",13,94,50002
"8076",14,94,50002
"8077",15,94,50002
"8078",16,94,50002
"8079",19,94,50002
"8080",21,94,50002
"8081",22,94,50002
"8082",23,94,50002
"8083",25,94,50002
"8084",26,94,50002
"8085",27,94,50002
"8086",28,94,50002
"8087",29,94,50002
"8088",30,94,50002
"8089",31,94,50002
"8090",32,94,50002
"8091",33,94,50002
"8092",34,94,50002
"8093",35,94,50002
"8094",36,94,50002
"8095",37,94,50002
"8096",39,94,50002
"8097",40,94,50002
"8098",41,94,50002
"8099",42,94,50002
"8100",43,94,50002
"8101",44,94,50002
"8102",45,94,50002
"8103",46,94,50002
"8104",47,94,50002
"8105",49,94,50002
"8106",50,94,50002
"8107",52,94,50002
"8108",53,94,50002
"8109",54,94,50002
"8110",56,94,50002
"8111",57,94,50002
"8112",58,94,50002
"8113",59,94,50002
"8114",60,94,50002
"8115",61,94,50002
"8116",62,94,50002
"8117",63,94,50002
"8118",64,94,50002
"8119",65,94,50002
"8120",66,94,50002
"8121",67,94,50002
"8122",68,94,50002
"8123",69,94,50002
"8124",70,94,50002
"8125",71,94,50002
"8126",72,94,50002
"8127",73,94,50002
"8128",74,94,50002
"8129",75,94,50002
"8130",76,94,50002
"8131",77,94,50002
"8132",78,94,50002
"8133",80,94,50002
"8134",82,94,50002
"8135",83,94,50002
"8136",84,94,50002
"8137",88,94,50002
"8138",89,94,50002
"8139",91,94,50002
"8140",93,94,50002
"8141",94,94,50002
"8142",95,94,50002
"8143",96,94,50002
"8144",97,94,50002
"8145",98,94,50002
"8146",99,94,50002
"8147",0,95,50002
"8148",1,95,50002
"8149",2,95,50002
"8150",3,95,50002
"8151",5,95,50002
"8152",7,95,50002
"8153",8,95,50002
"8154",9,95,50002
"8155",10,95,50002
"8156",11,95,50002
"8157",12,95,50002
"8158",13,95,50002
"8159",14,95,50002
"8160",15,95,50002
"8161",16,95,50002
"8162",19,95,50002
"8163",20,95,50002
"8164",21,95,50002
"8165",22,95,50002
"8166",23,95,50002
"8167",25,95,50002
"8168",26,95,50002
"8169",27,95,50002
"8170",28,95,50002
"8171",29,95,50002
"8172",30,95,50002
"8173",31,95,50002
"8174",32,95,50002
"8175",33,95,50002
"8176",34,95,50002
"8177",35,95,50002
"8178",36,95,50002
"8179",37,95,50002
"8180",39,95,50002
"8181",40,95,50002
"8182",41,95,50002
"8183",42,95,50002
"8184",43,95,50002
"8185",44,95,50002
"8186",45,95,50002
"8187",46,95,50002
"8188",47,95,50002
"8189",48,95,50002
"8190",49,95,50002
"8191",50,95,50002
"8192",52,95,50002
"8193",53,95,50002
"8194",54,95,50002
"8195",56,95,50002
"8196",57,95,50002
"8197",58,95,50002
"8198",59,95,50002
"8199",60,95,50002
"8200",61,95,50002
"8201",62,95,50002
"8202",63,95,50002
"8203",64,95,50002
"8204",65,95,50002
"8205",66,95,50002
"8206",68,95,50002
"8207",69,95,50002
"8208",70,95,50002
"8209",71,95,50002
"8210",72,95,50002
"8211",73,95,50002
"8212",74,95,50002
"8213",75,95,50002
"8214",76,95,50002
"8215",77,95,50002
"8216",78,95,50002
"8217",80,95,50002
"8218",81,95,50002
"8219",82,95,50002
"8220",83,95,50002
"8221",84,95,50002
"8222",85,95,50002
"8223",88,95,50002
"8224",89,95,50002
"8225",91,95,50002
"8226",93,95,50002
"8227",94,95,50002
"8228",95,95,50002
"8229",96,95,50002
"8230",97,95,50002
"8231",98,95,50002
"8232",99,95,50002
"8233",0,96,50002
"8234",1,96,50002
"8235",2,96,50002
"8236",3,96,50002
"8237",5,96,50002
"8238",7,96,50002
"8239",8,96,50002
"8240",9,96,50002
"8241",10,96,50002
"8242",11,96,50002
"8243",12,96,50002
"8244",13,96,50002
"8245",14,96,50002
"8246",15,96,50002
"8247",16,96,50002
"8248",17,96,50002
"8249",18,96,50002
"8250",19,96,50002
"8251",21,96,50002
"8252",22,96,50002
"8253",23,96,50002
"8254",25,96,50002
"8255",26,96,50002
"8256",27,96,50002
"8257",28,96,50002
"8258",29,96,50002
"8259",30,96,50002
"8260",31,96,50002
"8261",32,96,50002
"8262",33,96,50002
"8263",34,96,50002
"8264",35,96,50002
"8265",36,96,50002
"8266",37,96,50002
"8267",39,96,50002
"8268",40,96,50002
"8269",41,96,50002
"8270",42,96,50002
"8271",43,96,50002
"8272",44,96,50002
"8273",45,96,50002
"8274",46,96,50002
"8275",47,96,50002
"8276",49,96,50002
"8277",50,96,50002
"8278",52,96,50002
"8279",53,96,50002
"8280",54,96,50002
"8281",56,96,50002
"8282",57,96,50002
"8283",58,96,50002
"8284",59,96,50002
"8285",60,96,50002
"8286",61,96,50002
"8287",62,96,50002
"8288",63,96,50002
"8289",64,96,50002
"8290",65,96,50002
"8291",66,96,50002
"8292",68,96,50002
"8293",69,96,50002
"8294",70,96,50002
"8295",71,96,50002
"8296",72,96,50002
"8297",73,96,50002
"8298",74,96,50002
"8299",75,96,50002
"8300",76,96,50002
"8301",77,96,50002
"8302",78,96,50002
"8303",80,96,50002
"8304",82,96,50002
"8305",83,96,50002
"8306",84,96,50002
"8307",88,96,50002
"8308",89,96,50002
"8309",90,96,50002
"8310",91,96,50002
"8311",93,96,50002
"8312",94,96,50002
"8313",95,96,50002
"8314",96,96,50002
"8315",97,96,50002
"8316",99,96,50002
"8317",0,97,50002
"8318",1,97,50002
"8319",2,97,50002
"8320",3,97,50002
"8321",5,97,50002
"8322",7,97,50002
"8323",8,97,50002
"8324",9,97,50002
"8325",10,97,50002
"8326",11,97,50002
"8327",12,97,50002
"8328",13,97,50002
"8329",14,97,50002
"8330",15,97,50002
"8331",16,97,50002
"8332",19,97,50002
"8333",20,97,50002
"8334",21,97,50002
"8335",22,97,50002
"8336",23,97,50002
"8337",24,97,50002
"8338",25,97,50002
"8339",26,97,50002
"8340",27,97,50002
"8341",28,97,50002
"8342",29,97,50002
"8343",30,97,50002
"8344",31,97,50002
"8345",32,97,50002
"8346",33,97,50002
"8347",34,97,50002
"8348",35,97,50002
"8349",36,97,50002
"8350",37,97,50002
"8351",39,97,50002
"8352",40,97,50002
"8353",42,97,50002
"8354",43,97,50002
"8355",44,97,50002
"8356",45,97,50002
"8357",46,97,50002
"8358",47,97,50002
"8359",48,97,50002
"8360",49,97,50002
"8361",50,97,50002
"8362",52,97,50002
"8363",53,97,50002
"8364",54,97,50002
"8365",56,97,50002
"8366",58,97,50002
"8367",59,97,50002
"8368",60,97,50002
"8369",61,97,50002
"8370",62,97,50002
"8371",63,97,50002
"8372",64,97,50002
"8373",65,97,50002
"8374",66,97,50002
"8375",68,97,50002
"8376",69,97,50002
"8377",70,97,50002
"8378",71,97,50002
"8379",72,97,50002
"8380",73,97,50002
"8381",74,97,50002
"8382",75,97,50002
"8383",76,97,50002
"8384",77,97,50002
"8385",78,97,50002
"8386",80,97,50002
"8387",82,97,50002
"8388",83,97,50002
"8389",84,97,50002
"8390",85,97,50002
"8391",87,97,50002
"8392",88,97,50002
"8393",89,97,50002
"8394",90,97,50002
"8395",91,97,50002
"8396",93,97,50002
"8397",94,97,50002
"8398",95,97,50002
"8399",96,97,50002
"8400",97,97,50002
"8401",98,97,50002
"8402",99,97,50002
"8403",0,98,50002
"8404",1,98,50002
"8405",2,98,50002
"8406",3,98,50002
"8407",5,98,50002
"8408",7,98,50002
"8409",8,98,50002
"8410",9,98,50002
"8411",10,98,50002
"8412",11,98,50002
"8413",13,98,50002
"8414",14,98,50002
"8415",15,98,50002
"8416",16,98,50002
"8417",18,98,50002
"8418",19,98,50002
"8419",20,98,50002
"8420",21,98,50002
"8421",22,98,50002
"8422",23,98,50002
"8423",24,98,50002
"8424",25,98,50002
"8425",26,98,50002
"8426",27,98,50002
"8427",28,98,50002
"8428",29,98,50002
"8429",30,98,50002
"8430",31,98,50002
"8431",32,98,50002
"8432",33,98,50002
"8433",34,98,50002
"8434",35,98,50002
"8435",36,98,50002
"8436",37,98,50002
"8437",38,98,50002
"8438",40,98,50002
"8439",42,98,50002
"8440",43,98,50002
"8441",44,98,50002
"8442",45,98,50002
"8443",46,98,50002
"8444",47,98,50002
"8445",48,98,50002
"8446",49,98,50002
"8447",50,98,50002
"8448",51,98,50002
"8449",52,98,50002
"8450",53,98,50002
"8451",54,98,50002
"8452",56,98,50002
"8453",57,98,50002
"8454",58,98,50002
"8455",59,98,50002
"8456",60,98,50002
"8457",61,98,50002
"8458",62,98,50002
"8459",63,98,50002
"8460",64,98,50002
"8461",65,98,50002
"8462",66,98,50002
"8463",68,98,50002
"8464",69,98,50002
"8465",70,98,50002
"8466",71,98,50002
"8467",72,98,50002
"8468",73,98,50002
"8469",74,98,50002
"8470",75,98,50002
"8471",76,98,50002
"8472",77,98,50002
"8473",78,98,50002
"8474",80,98,50002
"8475",81,98,50002
"8476",82,98,50002
"8477",83,98,50002
"8478",84,98,50002
"8479",88,98,50002
"8480",89,98,50002
"8481",91,98,50002
"8482",93,98,50002
"8483",94,98,50002
"8484",95,98,50002
"8485",96,98,50002
"8486",97,98,50002
"8487",98,98,50002
"8488",99,98,50002
"8489",0,99,50002
"8490",1,99,50002
"8491",2,99,50002
"8492",3,99,50002
"8493",5,99,50002
"8494",6,99,50002
"8495",7,99,50002
"8496",8,99,50002
"8497",9,99,50002
"8498",10,99,50002
"8499",11,99,50002
"8500",12,99,50002
"8501",13,99,50002
"8502",14,99,50002
"8503",15,99,50002
"8504",16,99,50002
"8505",18,99,50002
"8506",19,99,50002
"8507",20,99,50002
"8508",21,99,50002
"8509",22,99,50002
"8510",23,99,50002
"8511",24,99,50002
"8512",25,99,50002
"8513",26,99,50002
"8514",27,99,50002
"8515",29,99,50002
"8516",30,99,50002
